0.811,0.644
0.493,0.976
0.677,0.585
0.791,0.638
0.966,0.905
0.813,0.606
0.742,0.633
0.749,0.652
0.941,0.862
0.737,0.649
0.780,0.542
0.763,0.558
0.703,0.655
0.383,0.962
0.734,0.646
0.789,0.606
0.426,1.021
0.720,0.632
0.753,0.662
0.690,0.599
0.246,0.808
0.750,0.555
0.310,0.754
0.691,0.664
0.970,0.871
0.248,0.811
0.242,0.758
0.785,0.646
0.225,0.740
0.776,0.626
0.427,0.971
0.517,1.009
0.345,0.769
0.758,0.560
0.900,0.860
0.287,0.840
0.988,0.726
0.613,0.654
0.956,0.813
0.217,0.774
0.397,0.892
0.738,0.681
1.023,0.798
0.467,0.980
0.816,0.600
0.798,0.650
0.803,0.621
0.183,0.820
0.778,0.567
0.671,0.627
0.790,0.608
0.936,0.794
0.941,0.778
0.714,0.567
0.453,1.003
0.743,0.627
0.423,1.007
0.219,0.775
0.242,0.766
0.667,0.670
0.343,0.816
0.662,0.626
0.258,0.736
0.451,0.990
0.392,1.041
0.732,0.633
0.519,0.982
0.204,0.680
1.014,0.804
0.479,0.951
0.654,0.711
0.441,0.914
0.768,0.596
0.748,0.640
0.460,0.944
0.686,0.668
0.444,0.939
0.268,0.801
0.413,0.893
0.717,0.620
0.450,0.960
0.727,0.642
0.486,1.012
0.708,0.661
0.455,1.038
0.328,0.783
0.408,1.025
1.002,0.843
0.816,0.635
0.930,0.839
0.976,0.771
1.069,0.841
0.670,0.553
0.468,0.986
0.471,1.086
0.185,0.835
0.248,0.809
0.679,0.600
0.775,0.666
0.480,0.924
1.011,0.779
0.647,0.577
1.012,0.800
0.698,0.623
0.797,0.636
0.335,0.780
0.230,0.740
0.721,0.660
0.756,0.696
0.779,0.574
0.758,0.706
0.761,0.598
0.453,0.952
0.497,0.972
0.759,0.667
0.780,0.668
0.280,0.815
1.018,0.739
0.804,0.709
0.987,0.846
0.489,0.925
0.764,0.701
0.505,1.020
0.944,0.898
0.725,0.683
0.773,0.681
0.254,0.777
0.284,0.741
0.288,0.725
0.790,0.595
0.481,0.943
0.999,0.831
0.422,0.967
0.153,0.832
0.205,0.795
0.885,0.828
0.716,0.561
0.712,0.613
0.225,0.821
0.245,0.795
0.395,0.885
0.796,0.667
0.261,0.786
0.792,0.624
0.221,0.786
1.007,0.785
0.293,0.764
0.231,0.738
0.701,0.635
0.479,0.952
0.976,0.798
0.748,0.599
0.665,0.545
0.444,0.929
0.404,0.970
0.296,0.704
0.795,0.643
0.432,1.026
0.816,0.604
0.686,0.579
0.918,0.754
0.390,0.944
0.243,0.735
0.781,0.637
0.773,0.583
0.287,0.765
0.296,0.825
0.728,0.670
0.956,0.778
0.475,1.007
0.420,0.987
0.937,0.756
0.711,0.636
0.817,0.593
0.451,0.967
0.763,0.651
0.656,0.713
0.841,0.664
1.000,0.846
0.738,0.609
0.248,0.904
0.773,0.613
0.723,0.622
0.781,0.512
0.370,1.008
0.305,0.721
1.013,0.781
0.773,0.595
0.916,0.804
0.155,0.783
0.753,0.571
0.207,0.823
0.913,0.815
0.266,0.802
0.210,0.807
0.481,0.962
0.468,0.872
0.223,0.737
0.942,0.820
0.218,0.783
0.498,0.971
0.976,0.868
0.250,0.789
0.193,0.799
0.218,0.848
0.750,0.622
0.940,0.817
0.438,1.021
0.722,0.647
0.651,0.721
0.967,0.826
0.507,1.042
0.901,0.822
0.900,0.823
0.912,0.846
0.845,0.558
0.698,0.652
0.976,0.805
0.833,0.663
0.449,0.926
0.471,0.985
0.777,0.613
0.711,0.695
0.504,0.981
0.958,0.820
0.998,0.699
0.206,0.748
0.465,0.955
0.327,0.699
0.801,0.595
0.148,0.782
0.762,0.558
0.789,0.627
0.457,0.963
0.955,0.831
0.442,0.919
0.732,0.653
0.306,0.790
0.739,0.644
0.409,1.014
0.887,0.813
0.288,0.720
0.504,1.008
0.270,0.773
0.690,0.596
0.697,0.632
0.511,0.934
0.725,0.615
0.238,0.814
0.931,0.839
0.837,0.577
0.772,0.702
0.816,0.587
0.783,0.533
0.454,1.033
0.750,0.641
0.938,0.812
0.736,0.651
0.215,0.772
0.721,0.594
0.984,0.851
0.764,0.555
0.756,0.708
0.716,0.663
1.019,0.863
0.812,0.579
0.242,0.737
1.012,0.857
0.398,1.036
0.471,0.927
0.226,0.679
0.466,0.999
0.811,0.626
0.805,0.612
0.721,0.646
0.158,0.809
0.742,0.617
0.415,0.946
0.774,0.675
0.702,0.601
0.702,0.633
0.682,0.652
0.173,0.782
0.782,0.596
0.463,0.942
0.250,0.690
0.987,0.809
0.259,0.729
1.022,0.822
0.840,0.632
0.411,0.965
0.388,0.977
0.484,0.937
1.024,0.838
0.195,0.836
0.992,0.780
0.241,0.801
0.702,0.691
0.516,0.971
0.510,0.968
0.805,0.582
0.179,0.757
0.771,0.648
0.277,0.819
0.499,0.981
0.281,0.744
0.445,0.965
0.220,0.831
0.746,0.651
1.005,0.844
0.728,0.700
0.427,0.948
0.464,0.951
0.844,0.711
0.470,1.021
0.858,0.560
0.405,0.972
0.768,0.643
0.210,0.831
1.011,0.820
0.725,0.612
0.766,0.641
0.756,0.626
0.444,0.928
0.717,0.626
0.162,0.702
0.740,0.591
0.499,0.915
0.745,0.625
0.232,0.763
0.815,0.614
0.791,0.630
0.349,0.745
0.496,0.952
0.730,0.618
0.431,0.902
0.746,0.638
0.375,0.980
0.681,0.652
0.414,0.952
0.515,0.992
0.199,0.708
0.325,0.730
0.198,0.796
1.023,0.774
0.707,0.709
0.749,0.705
0.449,0.951
0.747,0.596
0.158,0.743
0.978,0.830
0.702,0.577
0.996,0.825
0.196,0.793
0.200,0.823
0.936,0.781
0.930,0.802
0.644,0.682
0.266,0.790
0.278,0.763
0.698,0.588
0.462,0.971
0.933,0.807
0.731,0.583
0.447,1.003
0.753,0.583
1.003,0.839
0.999,0.794
0.771,0.523
0.484,0.983
0.264,0.776
0.961,0.818
0.491,1.040
0.987,0.873
0.741,0.650
0.935,0.813
0.947,0.855
0.245,0.701
0.197,0.717
0.453,0.941
0.253,0.745
0.923,0.802
0.920,0.868
0.299,0.762
0.198,0.692
0.758,0.648
0.453,0.992
0.788,0.597
0.758,0.675
0.861,0.659
0.486,0.942
0.694,0.575
0.656,0.600
0.687,0.613
0.776,0.608
0.261,0.800
0.435,0.903
0.508,0.929
0.282,0.771
0.800,0.592
0.965,0.810
0.418,1.015
0.768,0.631
0.739,0.620
0.758,0.624
0.490,0.963
0.261,0.814
0.721,0.658
0.479,0.946
0.789,0.577
0.465,0.996
0.204,0.774
0.988,0.731
0.702,0.685
0.248,0.735
0.776,0.586
0.906,0.832
0.942,0.805
0.462,0.963
0.988,0.904
0.794,0.618
0.759,0.594
0.286,0.709
0.175,0.768
0.267,0.850
0.203,0.854
0.890,0.874
0.214,0.817
0.277,0.777
0.251,0.804
0.751,0.703
0.501,0.904
0.397,0.926
0.436,1.037
0.727,0.616
0.254,0.793
0.739,0.628
0.344,0.918
0.442,1.001
1.014,0.793
0.800,0.596
0.961,0.862
0.828,0.586
0.667,0.634
0.689,0.675
0.729,0.677
0.733,0.551
0.481,0.959
0.478,1.005
0.725,0.635
0.250,0.763
0.749,0.593
0.211,0.746
0.908,0.787
0.735,0.582
0.145,0.805
0.927,0.808
0.217,0.743
0.261,0.757
0.880,0.826
0.731,0.743
0.454,0.957
0.794,0.578
0.923,0.818
0.766,0.585
0.768,0.636
0.792,0.581
0.668,0.597
0.795,0.622
0.455,0.978
0.212,0.832
0.236,0.809
0.391,1.006
0.719,0.665
1.006,0.866
0.889,0.863
0.924,0.842
0.791,0.635
0.209,0.787
0.753,0.655
0.274,0.758
0.649,0.688
0.748,0.623
0.808,0.636
0.536,0.981
0.425,0.985
0.267,0.775
0.730,0.626
0.795,0.601
0.783,0.625
0.775,0.629
0.898,0.758
0.960,0.799
1.019,0.842
0.711,0.635
0.167,0.772
0.815,0.647
0.413,0.950
0.951,0.832
0.810,0.638
0.676,0.602
0.974,0.921
0.986,0.782
0.722,0.692
0.517,0.982
0.264,0.770
0.756,0.622
0.812,0.624
0.494,0.975
0.403,0.953
0.479,0.913
0.601,0.575
0.755,0.589
0.654,0.593
0.414,0.985
0.956,0.819
0.183,0.705
0.981,0.866
0.423,1.031
0.453,0.979
0.272,0.829
0.156,0.764
0.814,0.652
0.984,0.825
0.637,0.657
0.682,0.690
0.483,1.002
0.480,0.952
0.703,0.565
0.757,0.642
0.295,0.776
0.824,0.574
0.474,0.993
0.746,0.624
0.296,0.809
0.491,0.997
0.984,0.803
0.855,0.552
0.706,0.683
0.286,0.739
0.718,0.611
0.972,0.813
0.945,0.871
0.749,0.712
0.764,0.610
0.226,0.759
0.731,0.641
0.778,0.612
0.243,0.819
0.771,0.728
0.713,0.586
0.940,0.769
0.215,0.762
0.753,0.647
0.452,1.007
0.754,0.584
0.718,0.651
0.298,0.720
0.388,0.951
0.174,0.773
0.511,1.022
0.794,0.593
0.707,0.652
0.674,0.624
0.986,0.861
0.996,0.820
0.465,1.002
0.260,0.751
0.732,0.667
0.946,0.785
0.830,0.616
0.817,0.676
0.664,0.676
0.452,0.994
0.735,0.634
0.696,0.574
0.765,0.531
1.060,0.781
0.725,0.607
0.467,0.919
0.959,0.737
0.444,1.009
0.705,0.658
0.366,0.948
0.468,0.984
0.238,0.663
0.269,0.738
0.818,0.622
0.709,0.633
0.790,0.672
0.260,0.811
0.268,0.757
0.445,1.007
0.948,0.814
0.934,0.837
1.018,0.839
1.026,0.782
0.900,0.793
0.794,0.576
0.249,0.787
0.449,0.987
0.764,0.589
0.998,0.776
0.818,0.589
0.760,0.652
0.252,0.845
0.716,0.662
0.721,0.634
0.694,0.600
0.462,0.974
0.937,0.809
0.883,0.827
0.246,0.801
0.809,0.660
1.046,0.828
0.237,0.765
0.653,0.626
0.209,0.851
0.521,1.011
0.556,1.023
0.465,0.887
0.318,0.702
0.642,0.706
0.733,0.659
0.903,0.864
0.931,0.878
0.448,1.009
0.950,0.789
0.557,1.022
0.944,0.855
0.401,1.040
0.701,0.675
0.721,0.743
0.944,0.914
0.754,0.640
0.643,0.613
0.241,0.776
0.798,0.613
0.949,0.877
0.557,1.031
0.428,0.989
0.475,1.027
0.666,0.617
0.295,0.815
0.631,0.732
0.766,0.557
0.693,0.564
0.966,0.843
0.817,0.615
0.729,0.626
0.222,0.742
0.379,0.990
0.479,0.988
0.453,1.058
0.784,0.667
1.057,0.792
0.250,0.786
0.814,0.565
0.935,0.781
0.219,0.812
0.851,0.657
0.716,0.625
0.266,0.789
0.794,0.642
0.234,0.817
0.758,0.625
0.444,1.008
0.244,0.774
0.946,0.900
0.769,0.623
0.953,0.834
0.740,0.703
0.252,0.730
0.797,0.621
0.224,0.750
0.746,0.684
0.659,0.578
0.709,0.668
0.741,0.625
0.402,0.999
0.888,0.869
0.724,0.566
0.973,0.854
0.954,0.859
0.724,0.664
0.914,0.899
0.968,0.876
0.910,0.844
0.209,0.802
0.892,0.809
0.968,0.845
0.507,0.942
0.726,0.592
0.386,0.993
0.771,0.629
0.209,0.783
0.723,0.602
0.945,0.842
0.911,0.832
0.283,0.775
0.677,0.599
0.680,0.646
0.812,0.581
0.403,0.977
0.739,0.677
0.751,0.625
0.943,0.897
0.487,0.984
0.459,0.983
0.477,0.967
0.678,0.634
0.751,0.600
0.370,0.961
0.978,0.827
0.490,0.944
0.705,0.690
0.171,0.788
0.240,0.795
0.468,0.922
0.791,0.625
0.258,0.742
0.260,0.800
0.798,0.750
0.723,0.598
0.196,0.820
0.991,0.890
0.223,0.843
0.187,0.735
0.233,0.810
0.293,0.804
0.249,0.809
0.723,0.636
0.424,0.900
0.426,0.999
0.492,0.968
0.998,0.839
0.995,0.835
1.032,0.866
0.709,0.633
0.736,0.637
0.389,0.999
0.742,0.591
0.216,0.719
0.386,0.985
0.499,0.971
0.731,0.654
0.763,0.613
0.760,0.656
1.001,0.787
0.510,1.012
1.020,0.818
0.417,0.940
0.450,1.021
0.754,0.593
0.395,0.951
0.133,0.755
0.301,0.814
0.254,0.706
0.225,0.766
0.260,0.811
0.246,0.755
0.760,0.644
0.706,0.662
0.223,0.759
0.722,0.608
0.760,0.687
0.435,0.978
0.400,0.945
0.780,0.632
1.020,0.862
0.720,0.680
0.749,0.604
0.409,0.996
0.360,1.017
0.808,0.587
0.943,0.753
0.191,0.740
0.745,0.597
0.297,0.777
0.636,0.615
0.759,0.585
0.953,0.763
0.712,0.638
0.999,0.788
0.448,0.928
0.906,0.808
0.253,0.793
0.448,0.991
0.520,1.027
0.790,0.539
0.249,0.829
0.773,0.562
0.695,0.584
0.690,0.575
0.434,0.951
0.908,0.839
0.770,0.573
0.800,0.620
0.231,0.755
0.257,0.691
0.775,0.541
0.247,0.761
0.259,0.746
0.988,0.775
0.208,0.820
0.745,0.617
0.992,0.845
0.964,0.812
0.737,0.645
0.726,0.698
0.926,0.821
0.419,0.957
0.226,0.816
0.983,0.776
0.713,0.533
0.981,0.753
0.224,0.806
0.778,0.654
0.676,0.579
1.012,0.875
0.953,0.804
0.779,0.599
0.962,0.822
0.234,0.787
0.928,0.908
0.256,0.778
0.819,0.602
0.995,0.843
0.712,0.680
0.262,0.798
0.939,0.810
0.231,0.725
0.440,0.928
0.724,0.594
0.786,0.651
0.940,0.764
1.032,0.865
0.512,0.929
0.265,0.785
0.262,0.726
1.029,0.813
0.763,0.569
0.794,0.573
0.801,0.595
0.761,0.659
0.947,0.831
0.793,0.631
0.549,0.956
0.782,0.632
1.022,0.849
0.203,0.709
0.233,0.772
0.164,0.854
0.758,0.633
0.701,0.602
0.280,0.798
0.465,0.922
0.203,0.744
0.915,0.743
0.703,0.658
0.446,1.085
0.276,0.772
0.954,0.835
0.894,0.867
0.258,0.775
0.443,1.042
0.949,0.950
0.201,0.700
0.969,0.838
0.259,0.767
0.710,0.666
0.978,0.805
0.984,0.780
0.750,0.661
0.757,0.577
0.191,0.798
0.694,0.651
0.930,0.804
0.696,0.616
0.242,0.783
0.280,0.741
0.199,0.802
0.461,1.012
0.717,0.527
0.757,0.597
0.459,0.952
0.678,0.683
0.468,0.967
0.980,0.826
0.712,0.581
0.788,0.601
0.712,0.664
0.438,1.022
0.789,0.711
0.963,0.832
0.326,0.778
0.968,0.836
0.783,0.632
0.357,0.771
0.908,0.892
0.410,0.890
0.928,0.801
0.788,0.616
1.007,0.774
0.693,0.637
0.783,0.640
0.834,0.631
0.643,0.636
1.009,0.777
0.285,0.855
0.847,0.624
0.978,0.808
1.033,0.881
0.825,0.589
0.795,0.620
0.214,0.739
0.485,0.967
0.531,0.961
0.755,0.587
0.183,0.726
0.245,0.750
0.737,0.738
0.926,0.837
0.744,0.621
0.938,0.836
0.767,0.583
0.980,0.898
0.697,0.623
0.228,0.807
0.741,0.590
0.703,0.750
0.247,0.794
0.816,0.653
0.254,0.762
0.479,0.940
0.763,0.639
0.753,0.630
0.967,0.827
0.909,0.888
0.404,0.959
0.889,0.829
0.960,0.851
0.782,0.656
0.468,0.932
0.819,0.625
0.843,0.635
0.327,0.774
0.418,1.035
0.967,0.870
0.253,0.738
0.743,0.603
0.785,0.523
0.259,0.760
1.021,0.869
0.486,0.947
0.166,0.823
0.210,0.772
0.917,0.828
0.683,0.612
0.936,0.784
0.733,0.650
0.799,0.613
0.701,0.683
0.896,0.832
0.477,1.009
0.412,0.958
0.731,0.656
0.675,0.614
0.748,0.630
1.003,0.840
0.740,0.729
0.481,0.989
0.469,1.009
0.291,0.772
0.748,0.592
0.713,0.658
0.774,0.611
0.464,0.959
0.724,0.696
0.706,0.604
0.738,0.615
0.531,0.914
0.711,0.653
0.156,0.738
0.748,0.651
0.434,0.935
0.781,0.631
0.500,0.974
0.240,0.845
0.932,0.846
0.433,1.032
0.372,0.922
0.415,0.981
0.725,0.588
0.997,0.807
0.424,0.832
0.765,0.620
0.223,0.776
0.443,1.013
0.323,0.836
0.816,0.597
0.986,0.858
0.678,0.665
0.702,0.640
0.757,0.680
0.796,0.528
0.452,0.945
0.766,0.656
0.481,0.924
0.767,0.586
0.474,0.952
0.966,0.881
0.658,0.655
1.036,0.831
0.448,0.984
0.698,0.703
0.782,0.699
0.777,0.673
0.264,0.815
0.638,0.653
0.444,0.978
0.893,0.834
0.483,1.029
0.220,0.730
0.227,0.837
0.951,0.777
0.415,0.988
0.764,0.639
0.290,0.857
0.982,0.816
0.453,0.965
0.267,0.657
0.778,0.644
0.950,0.805
0.803,0.657
0.278,0.748
0.428,0.974
0.710,0.682
0.265,0.716
0.738,0.591
0.422,1.010
0.722,0.613
0.796,0.575
0.929,0.842
0.259,0.782
0.986,0.751
0.706,0.582
0.946,0.818
0.777,0.688
0.710,0.583
0.821,0.657
0.771,0.488
0.400,0.963
0.736,0.640
0.921,0.754
0.965,0.805
0.844,0.648
0.416,1.003
0.786,0.632
0.404,0.998
0.289,0.762
0.243,0.783
0.712,0.698
0.963,0.836
0.772,0.549
0.454,0.993
0.708,0.584
0.291,0.840
1.018,0.862
0.727,0.626
0.720,0.640
0.400,1.026
0.793,0.608
0.263,0.763
0.969,0.764
0.216,0.763
0.983,0.765
0.679,0.650
0.287,0.767
0.713,0.656
0.454,0.977
0.273,0.782
0.286,0.794
0.264,0.775
0.262,0.773
0.242,0.764
0.447,0.985
0.989,0.805
0.725,0.563
0.767,0.660
0.750,0.626
0.451,0.955
0.990,0.877
0.200,0.743
0.981,0.815
0.951,0.817
1.010,0.837
0.280,0.783
0.244,0.766
0.415,0.917
0.653,0.655
0.724,0.640
0.772,0.532
0.986,0.818
0.367,0.960
0.708,0.677
0.929,0.804
0.942,0.855
0.711,0.673
0.389,0.964
0.468,0.951
0.487,0.977
0.442,0.984
0.397,0.993
0.678,0.595
0.421,0.979
0.272,0.811
0.236,0.875
0.683,0.675
0.730,0.618
0.969,0.796
0.813,0.610
0.922,0.795
0.246,0.782
0.475,0.998
0.257,0.817
0.777,0.573
0.229,0.776
0.791,0.595
0.793,0.620
0.306,0.772
0.320,0.768
0.438,0.978
0.821,0.618
0.932,0.792
0.462,0.990
0.690,0.653
0.753,0.630
0.780,0.630
0.903,0.935
0.747,0.675
0.267,0.814
0.519,0.918
0.739,0.624
0.792,0.579
0.199,0.763
0.331,0.998
0.831,0.570
0.281,0.803
0.760,0.647
0.727,0.592
0.691,0.643
0.729,0.543
0.831,0.564
0.229,0.764
0.690,0.635
0.253,0.701
0.825,0.625
0.835,0.627
0.690,0.624
0.439,1.005
0.636,0.638
0.943,0.834
0.729,0.645
0.763,0.564
0.213,0.794
0.751,0.578
0.444,0.996
0.526,1.008
0.235,0.845
0.494,0.981
0.637,0.613
0.283,0.707
0.194,0.760
0.803,0.634
0.758,0.610
0.138,0.863
0.532,1.043
0.956,0.787
0.311,0.806
0.746,0.618
0.475,0.985
0.964,0.847
0.284,0.758
0.194,0.807
0.720,0.605
0.756,0.616
0.558,0.992
0.479,0.992
0.470,1.008
0.396,0.916
0.745,0.609
0.749,0.607
0.247,0.783
